timestamp,frame_number,protocol,event_type,src_ip,src_port,dst_ip,dst_port,stream_id,summary
2024-11-04T13:05:38.044445Z,4150,tcp,tcp,119.110.115.171,443,172.23.4.115,55103,37,TCP syn=False ack=True rst=False
2024-11-04T13:05:38.044445Z,4151,tcp,tcp,119.110.115.171,443,172.23.4.115,55103,37,TCP syn=False ack=True rst=False
2024-11-04T13:05:38.044445Z,4152,tcp,tcp,119.110.115.171,443,172.23.4.115,55103,37,TCP syn=False ack=True rst=False
2024-11-04T13:05:38.044445Z,4153,tcp,tcp,119.110.115.171,443,172.23.4.115,55103,37,TCP syn=False ack=True rst=False
2024-11-04T13:05:38.044445Z,4154,tcp,tcp,119.110.115.171,443,172.23.4.115,55103,37,TCP syn=False ack=True rst=False
2024-11-04T13:05:38.044485Z,4155,tcp,tcp,172.23.4.115,55103,119.110.115.171,443,37,TCP syn=False ack=True rst=False
2024-11-04T13:05:38.045031Z,4156,tcp,tcp,119.110.115.171,443,172.23.4.115,55103,37,TCP syn=False ack=True rst=False
2024-11-04T13:05:38.045031Z,4156,tls,tls,119.110.115.171,443,172.23.4.115,55103,37,TLS SNI
2024-11-04T13:05:38.045031Z,4157,tcp,tcp,119.110.115.171,443,172.23.4.115,55103,37,TCP syn=False ack=True rst=False
2024-11-04T13:05:38.045047Z,4158,tcp,tcp,172.23.4.115,55103,119.110.115.171,443,37,TCP syn=False ack=True rst=False
2024-11-04T13:05:38.046530Z,4159,tcp,tcp,172.23.4.115,55101,104.208.16.92,443,35,TCP syn=False ack=True rst=False
2024-11-04T13:05:38.046530Z,4159,tls,tls,172.23.4.115,55101,104.208.16.92,443,35,TLS SNI browser.events.data.msn.com
2024-11-04T13:05:38.047069Z,4160,tcp,tcp,119.110.115.171,443,172.23.4.115,55103,37,TCP syn=False ack=True rst=False
2024-11-04T13:05:38.047069Z,4161,tcp,tcp,119.110.115.171,443,172.23.4.115,55103,37,TCP syn=False ack=True rst=False
2024-11-04T13:05:38.047069Z,4162,tcp,tcp,119.110.115.171,443,172.23.4.115,55103,37,TCP syn=False ack=True rst=False
2024-11-04T13:05:38.047069Z,4163,tcp,tcp,119.110.115.171,443,172.23.4.115,55103,37,TCP syn=False ack=True rst=False
2024-11-04T13:05:38.047069Z,4164,tcp,tcp,119.110.115.171,443,172.23.4.115,55103,37,TCP syn=False ack=True rst=False
2024-11-04T13:05:38.047069Z,4165,tcp,tcp,119.110.115.171,443,172.23.4.115,55103,37,TCP syn=False ack=True rst=False
2024-11-04T13:05:38.047069Z,4166,tcp,tcp,119.110.115.171,443,172.23.4.115,55103,37,TCP syn=False ack=True rst=False
2024-11-04T13:05:38.047133Z,4167,tcp,tcp,172.23.4.115,55103,119.110.115.171,443,37,TCP syn=False ack=True rst=False
2024-11-04T13:05:38.047807Z,4168,tcp,tcp,119.110.115.171,443,172.23.4.115,55103,37,TCP syn=False ack=True rst=False
2024-11-04T13:05:38.047807Z,4169,tcp,tcp,119.110.115.171,443,172.23.4.115,55103,37,TCP syn=False ack=True rst=False
2024-11-04T13:05:38.047807Z,4170,tcp,tcp,119.110.115.171,443,172.23.4.115,55103,37,TCP syn=False ack=True rst=False
2024-11-04T13:05:38.047807Z,4171,tcp,tcp,119.110.115.171,443,172.23.4.115,55103,37,TCP syn=False ack=True rst=False
2024-11-04T13:05:38.047807Z,4171,tls,tls,119.110.115.171,443,172.23.4.115,55103,37,TLS SNI
2024-11-04T13:05:38.047807Z,4172,tcp,tcp,119.110.115.171,443,172.23.4.115,55103,37,TCP syn=False ack=True rst=False
2024-11-04T13:05:38.047807Z,4173,tcp,tcp,119.110.115.171,443,172.23.4.115,55103,37,TCP syn=False ack=True rst=False
2024-11-04T13:05:38.047807Z,4174,tcp,tcp,119.110.115.171,443,172.23.4.115,55103,37,TCP syn=False ack=True rst=False
2024-11-04T13:05:38.047807Z,4175,tcp,tcp,119.110.115.171,443,172.23.4.115,55103,37,TCP syn=False ack=True rst=False
2024-11-04T13:05:38.047807Z,4176,tcp,tcp,119.110.115.171,443,172.23.4.115,55103,37,TCP syn=False ack=True rst=False
2024-11-04T13:05:38.047807Z,4177,tcp,tcp,119.110.115.171,443,172.23.4.115,55103,37,TCP syn=False ack=True rst=False
2024-11-04T13:05:38.047807Z,4178,tcp,tcp,119.110.115.171,443,172.23.4.115,55103,37,TCP syn=False ack=True rst=False
2024-11-04T13:05:38.047807Z,4179,tcp,tcp,119.110.115.171,443,172.23.4.115,55103,37,TCP syn=False ack=True rst=False
2024-11-04T13:05:38.047807Z,4180,tcp,tcp,119.110.115.171,443,172.23.4.115,55103,37,TCP syn=False ack=True rst=False
2024-11-04T13:05:38.047893Z,4181,tcp,tcp,172.23.4.115,55103,119.110.115.171,443,37,TCP syn=False ack=True rst=False
2024-11-04T13:05:38.049812Z,4182,tcp,tcp,23.195.156.30,443,172.23.4.115,55105,39,TCP syn=False ack=True rst=False
2024-11-04T13:05:38.049812Z,4183,tcp,tcp,119.110.115.171,443,172.23.4.115,55103,37,TCP syn=False ack=True rst=False
2024-11-04T13:05:38.049812Z,4184,tcp,tcp,119.110.115.171,443,172.23.4.115,55103,37,TCP syn=False ack=True rst=False
2024-11-04T13:05:38.049812Z,4185,tcp,tcp,119.110.115.171,443,172.23.4.115,55103,37,TCP syn=False ack=True rst=False
2024-11-04T13:05:38.049812Z,4185,tls,tls,119.110.115.171,443,172.23.4.115,55103,37,TLS SNI
2024-11-04T13:05:38.049863Z,4186,tcp,tcp,172.23.4.115,55103,119.110.115.171,443,37,TCP syn=False ack=True rst=False
2024-11-04T13:05:38.050349Z,4187,tcp,tcp,119.110.115.171,443,172.23.4.115,55103,37,TCP syn=False ack=True rst=False
2024-11-04T13:05:38.050349Z,4188,tcp,tcp,119.110.115.171,443,172.23.4.115,55103,37,TCP syn=False ack=True rst=False
2024-11-04T13:05:38.050349Z,4189,tcp,tcp,119.110.115.171,443,172.23.4.115,55103,37,TCP syn=False ack=True rst=False
2024-11-04T13:05:38.050349Z,4190,tcp,tcp,23.195.156.30,443,172.23.4.115,55105,39,TCP syn=False ack=True rst=False
2024-11-04T13:05:38.050349Z,4190,tls,tls,23.195.156.30,443,172.23.4.115,55105,39,TLS SNI
2024-11-04T13:05:38.050425Z,4191,tcp,tcp,172.23.4.115,55103,119.110.115.171,443,37,TCP syn=False ack=True rst=False
2024-11-04T13:05:38.050776Z,4192,tcp,tcp,23.195.156.30,443,172.23.4.115,55105,39,TCP syn=False ack=True rst=False
2024-11-04T13:05:38.050776Z,4192,tls,tls,23.195.156.30,443,172.23.4.115,55105,39,TLS SNI
2024-11-04T13:05:38.050776Z,4193,tcp,tcp,119.110.115.171,443,172.23.4.115,55103,37,TCP syn=False ack=True rst=False
2024-11-04T13:05:38.050776Z,4194,tcp,tcp,23.195.156.30,443,172.23.4.115,55105,39,TCP syn=False ack=True rst=False
2024-11-04T13:05:38.050776Z,4194,tls,tls,23.195.156.30,443,172.23.4.115,55105,39,TLS SNI
2024-11-04T13:05:38.050776Z,4195,tcp,tcp,23.195.156.30,443,172.23.4.115,55105,39,TCP syn=False ack=True rst=False
2024-11-04T13:05:38.050776Z,4196,tcp,tcp,119.110.115.171,443,172.23.4.115,55103,37,TCP syn=False ack=True rst=False
2024-11-04T13:05:38.050776Z,4197,tcp,tcp,119.110.115.171,443,172.23.4.115,55103,37,TCP syn=False ack=True rst=False
2024-11-04T13:05:38.050776Z,4198,tcp,tcp,119.110.115.171,443,172.23.4.115,55103,37,TCP syn=False ack=True rst=False
2024-11-04T13:05:38.050776Z,4199,tcp,tcp,119.110.115.171,443,172.23.4.115,55103,37,TCP syn=False ack=True rst=False
2024-11-04T13:05:38.050776Z,4200,tcp,tcp,119.110.115.171,443,172.23.4.115,55103,37,TCP syn=False ack=True rst=False
2024-11-04T13:05:38.050776Z,4201,tcp,tcp,119.110.115.171,443,172.23.4.115,55103,37,TCP syn=False ack=True rst=False
2024-11-04T13:05:38.050776Z,4202,tcp,tcp,119.110.115.171,443,172.23.4.115,55103,37,TCP syn=False ack=True rst=False
2024-11-04T13:05:38.050776Z,4202,tls,tls,119.110.115.171,443,172.23.4.115,55103,37,TLS SNI
2024-11-04T13:05:38.050776Z,4203,tcp,tcp,119.110.115.171,443,172.23.4.115,55103,37,TCP syn=False ack=True rst=False
2024-11-04T13:05:38.050881Z,4204,tcp,tcp,172.23.4.115,55105,23.195.156.30,443,39,TCP syn=False ack=True rst=False
2024-11-04T13:05:38.050945Z,4205,tcp,tcp,172.23.4.115,55105,23.195.156.30,443,39,TCP syn=False ack=True rst=False
2024-11-04T13:05:38.051044Z,4206,tcp,tcp,172.23.4.115,55103,119.110.115.171,443,37,TCP syn=False ack=True rst=False
2024-11-04T13:05:38.051215Z,4207,tcp,tcp,172.23.4.115,55105,23.195.156.30,443,39,TCP syn=False ack=True rst=False
2024-11-04T13:05:38.051215Z,4207,tls,tls,172.23.4.115,55105,23.195.156.30,443,39,TLS SNI
2024-11-04T13:05:38.051778Z,4208,tcp,tcp,119.110.115.171,443,172.23.4.115,55103,37,TCP syn=False ack=True rst=False
2024-11-04T13:05:38.051778Z,4209,tcp,tcp,119.110.115.171,443,172.23.4.115,55103,37,TCP syn=False ack=True rst=False
2024-11-04T13:05:38.051778Z,4210,tcp,tcp,119.110.115.171,443,172.23.4.115,55103,37,TCP syn=False ack=True rst=False
2024-11-04T13:05:38.051778Z,4211,tcp,tcp,119.110.115.171,443,172.23.4.115,55103,37,TCP syn=False ack=True rst=False
2024-11-04T13:05:38.051778Z,4212,tcp,tcp,119.110.115.171,443,172.23.4.115,55103,37,TCP syn=False ack=True rst=False
2024-11-04T13:05:38.051778Z,4213,tcp,tcp,119.110.115.171,443,172.23.4.115,55103,37,TCP syn=False ack=True rst=False
2024-11-04T13:05:38.051778Z,4214,tcp,tcp,119.110.115.171,443,172.23.4.115,55103,37,TCP syn=False ack=True rst=False
2024-11-04T13:05:38.051778Z,4215,tcp,tcp,119.110.115.171,443,172.23.4.115,55103,37,TCP syn=False ack=True rst=False
2024-11-04T13:05:38.051778Z,4216,tcp,tcp,119.110.115.171,443,172.23.4.115,55103,37,TCP syn=False ack=True rst=False
2024-11-04T13:05:38.051778Z,4217,tcp,tcp,119.110.115.171,443,172.23.4.115,55103,37,TCP syn=False ack=True rst=False
2024-11-04T13:05:38.051778Z,4218,tcp,tcp,119.110.115.171,443,172.23.4.115,55103,37,TCP syn=False ack=True rst=False
2024-11-04T13:05:38.051778Z,4218,tls,tls,119.110.115.171,443,172.23.4.115,55103,37,TLS SNI
2024-11-04T13:05:38.051778Z,4219,tcp,tcp,119.110.115.171,443,172.23.4.115,55103,37,TCP syn=False ack=True rst=False
2024-11-04T13:05:38.051778Z,4220,tcp,tcp,119.110.115.171,443,172.23.4.115,55103,37,TCP syn=False ack=True rst=False
2024-11-04T13:05:38.051778Z,4221,tcp,tcp,119.110.115.171,443,172.23.4.115,55103,37,TCP syn=False ack=True rst=False
2024-11-04T13:05:38.051778Z,4222,tcp,tcp,119.110.115.171,443,172.23.4.115,55103,37,TCP syn=False ack=True rst=False
2024-11-04T13:05:38.051989Z,4223,tcp,tcp,172.23.4.115,55103,119.110.115.171,443,37,TCP syn=False ack=True rst=False
2024-11-04T13:05:38.052522Z,4224,tcp,tcp,119.110.115.171,443,172.23.4.115,55103,37,TCP syn=False ack=True rst=False
2024-11-04T13:05:38.052522Z,4225,tcp,tcp,119.110.115.171,443,172.23.4.115,55103,37,TCP syn=False ack=True rst=False
2024-11-04T13:05:38.052522Z,4226,tcp,tcp,119.110.115.171,443,172.23.4.115,55103,37,TCP syn=False ack=True rst=False
2024-11-04T13:05:38.052522Z,4227,tcp,tcp,119.110.115.171,443,172.23.4.115,55103,37,TCP syn=False ack=True rst=False
2024-11-04T13:05:38.052522Z,4228,tcp,tcp,119.110.115.171,443,172.23.4.115,55103,37,TCP syn=False ack=True rst=False
2024-11-04T13:05:38.052522Z,4229,tcp,tcp,119.110.115.171,443,172.23.4.115,55103,37,TCP syn=False ack=True rst=False
2024-11-04T13:05:38.052522Z,4230,tcp,tcp,119.110.115.171,443,172.23.4.115,55103,37,TCP syn=False ack=True rst=False
2024-11-04T13:05:38.052522Z,4231,tcp,tcp,119.110.115.171,443,172.23.4.115,55103,37,TCP syn=False ack=True rst=False
2024-11-04T13:05:38.052522Z,4231,tls,tls,119.110.115.171,443,172.23.4.115,55103,37,TLS SNI
2024-11-04T13:05:38.052522Z,4232,tcp,tcp,119.110.115.171,443,172.23.4.115,55103,37,TCP syn=False ack=True rst=False
2024-11-04T13:05:38.052551Z,4233,tcp,tcp,172.23.4.115,55103,119.110.115.171,443,37,TCP syn=False ack=True rst=False
2024-11-04T13:05:38.054943Z,4234,tcp,tcp,23.195.156.30,443,172.23.4.115,55105,39,TCP syn=False ack=True rst=False
2024-11-04T13:05:38.054943Z,4234,tls,tls,23.195.156.30,443,172.23.4.115,55105,39,TLS SNI
2024-11-04T13:05:38.054943Z,4235,tcp,tcp,23.195.156.30,443,172.23.4.115,55105,39,TCP syn=False ack=True rst=False
2024-11-04T13:05:38.054943Z,4235,tls,tls,23.195.156.30,443,172.23.4.115,55105,39,TLS SNI
2024-11-04T13:05:38.054991Z,4236,tcp,tcp,172.23.4.115,55105,23.195.156.30,443,39,TCP syn=False ack=True rst=False
2024-11-04T13:05:38.058261Z,4237,tcp,tcp,119.110.115.171,443,172.23.4.115,55103,37,TCP syn=False ack=True rst=False
2024-11-04T13:05:38.058261Z,4238,tcp,tcp,119.110.115.171,443,172.23.4.115,55103,37,TCP syn=False ack=True rst=False
2024-11-04T13:05:38.058261Z,4239,tcp,tcp,119.110.115.171,443,172.23.4.115,55103,37,TCP syn=False ack=True rst=False
2024-11-04T13:05:38.058261Z,4240,tcp,tcp,119.110.115.171,443,172.23.4.115,55103,37,TCP syn=False ack=True rst=False
2024-11-04T13:05:38.058261Z,4241,tcp,tcp,119.110.115.171,443,172.23.4.115,55103,37,TCP syn=False ack=True rst=False
2024-11-04T13:05:38.058261Z,4242,tcp,tcp,119.110.115.171,443,172.23.4.115,55103,37,TCP syn=False ack=True rst=False
2024-11-04T13:05:38.058261Z,4243,tcp,tcp,119.110.115.171,443,172.23.4.115,55103,37,TCP syn=False ack=True rst=False
2024-11-04T13:05:38.058391Z,4244,tcp,tcp,172.23.4.115,55103,119.110.115.171,443,37,TCP syn=False ack=True rst=False
2024-11-04T13:05:38.058546Z,4245,tcp,tcp,172.23.4.115,55103,119.110.115.171,443,37,TCP syn=False ack=True rst=False
2024-11-04T13:05:38.058730Z,4246,tcp,tcp,172.23.4.115,55103,119.110.115.171,443,37,TCP syn=False ack=True rst=False
2024-11-04T13:05:38.058790Z,4247,tcp,tcp,172.23.4.115,55103,119.110.115.171,443,37,TCP syn=False ack=True rst=False
2024-11-04T13:05:38.059283Z,4248,tcp,tcp,119.110.115.171,443,172.23.4.115,55103,37,TCP syn=False ack=True rst=False
2024-11-04T13:05:38.059283Z,4249,tcp,tcp,119.110.115.171,443,172.23.4.115,55103,37,TCP syn=False ack=True rst=False
2024-11-04T13:05:38.059283Z,4250,tcp,tcp,119.110.115.171,443,172.23.4.115,55103,37,TCP syn=False ack=True rst=False
2024-11-04T13:05:38.059283Z,4250,tls,tls,119.110.115.171,443,172.23.4.115,55103,37,TLS SNI
2024-11-04T13:05:38.059283Z,4251,tcp,tcp,119.110.115.171,443,172.23.4.115,55103,37,TCP syn=False ack=True rst=False
2024-11-04T13:05:38.059283Z,4252,tcp,tcp,119.110.115.171,443,172.23.4.115,55103,37,TCP syn=False ack=True rst=False
2024-11-04T13:05:38.059396Z,4253,tcp,tcp,172.23.4.115,55103,119.110.115.171,443,37,TCP syn=False ack=True rst=False
2024-11-04T13:05:38.060454Z,4254,tcp,tcp,119.110.115.171,443,172.23.4.115,55103,37,TCP syn=False ack=True rst=False
2024-11-04T13:05:38.060454Z,4255,tcp,tcp,119.110.115.171,443,172.23.4.115,55103,37,TCP syn=False ack=True rst=False
2024-11-04T13:05:38.060454Z,4256,tcp,tcp,119.110.115.171,443,172.23.4.115,55103,37,TCP syn=False ack=True rst=False
2024-11-04T13:05:38.060454Z,4257,tcp,tcp,119.110.115.171,443,172.23.4.115,55103,37,TCP syn=False ack=True rst=False
2024-11-04T13:05:38.060454Z,4258,tcp,tcp,119.110.115.171,443,172.23.4.115,55103,37,TCP syn=False ack=True rst=False
2024-11-04T13:05:38.060454Z,4259,tcp,tcp,119.110.115.171,443,172.23.4.115,55103,37,TCP syn=False ack=True rst=False
2024-11-04T13:05:38.060454Z,4260,tcp,tcp,119.110.115.171,443,172.23.4.115,55103,37,TCP syn=False ack=True rst=False
2024-11-04T13:05:38.060514Z,4261,tcp,tcp,172.23.4.115,55103,119.110.115.171,443,37,TCP syn=False ack=True rst=False
2024-11-04T13:05:38.061000Z,4262,tcp,tcp,119.110.115.171,443,172.23.4.115,55103,37,TCP syn=False ack=True rst=False
2024-11-04T13:05:38.061000Z,4263,tcp,tcp,119.110.115.171,443,172.23.4.115,55103,37,TCP syn=False ack=True rst=False
2024-11-04T13:05:38.061000Z,4264,tcp,tcp,119.110.115.171,443,172.23.4.115,55103,37,TCP syn=False ack=True rst=False
2024-11-04T13:05:38.061000Z,4264,tls,tls,119.110.115.171,443,172.23.4.115,55103,37,TLS SNI
2024-11-04T13:05:38.061000Z,4265,tcp,tcp,119.110.115.171,443,172.23.4.115,55103,37,TCP syn=False ack=True rst=False
2024-11-04T13:05:38.061000Z,4266,tcp,tcp,119.110.115.171,443,172.23.4.115,55103,37,TCP syn=False ack=True rst=False
2024-11-04T13:05:38.061000Z,4267,tcp,tcp,119.110.115.171,443,172.23.4.115,55103,37,TCP syn=False ack=True rst=False
2024-11-04T13:05:38.061000Z,4268,tcp,tcp,119.110.115.171,443,172.23.4.115,55103,37,TCP syn=False ack=True rst=False
2024-11-04T13:05:38.061000Z,4269,tcp,tcp,119.110.115.171,443,172.23.4.115,55103,37,TCP syn=False ack=True rst=False
2024-11-04T13:05:38.061000Z,4270,tcp,tcp,119.110.115.171,443,172.23.4.115,55103,37,TCP syn=False ack=True rst=False
2024-11-04T13:05:38.061000Z,4271,tcp,tcp,119.110.115.171,443,172.23.4.115,55103,37,TCP syn=False ack=True rst=False
2024-11-04T13:05:38.061000Z,4272,tcp,tcp,119.110.115.171,443,172.23.4.115,55103,37,TCP syn=False ack=True rst=False
2024-11-04T13:05:38.061000Z,4273,tcp,tcp,119.110.115.171,443,172.23.4.115,55103,37,TCP syn=False ack=True rst=False
2024-11-04T13:05:38.061000Z,4274,tcp,tcp,119.110.115.171,443,172.23.4.115,55103,37,TCP syn=False ack=True rst=False
2024-11-04T13:05:38.061101Z,4275,tcp,tcp,172.23.4.115,55103,119.110.115.171,443,37,TCP syn=False ack=True rst=False
2024-11-04T13:05:38.061648Z,4276,tcp,tcp,119.110.115.171,443,172.23.4.115,55103,37,TCP syn=False ack=True rst=False
2024-11-04T13:05:38.061648Z,4276,tls,tls,119.110.115.171,443,172.23.4.115,55103,37,TLS SNI
2024-11-04T13:05:38.061648Z,4277,tcp,tcp,119.110.115.171,443,172.23.4.115,55103,37,TCP syn=False ack=True rst=False
2024-11-04T13:05:38.061696Z,4278,tcp,tcp,172.23.4.115,55103,119.110.115.171,443,37,TCP syn=False ack=True rst=False
2024-11-04T13:05:38.062183Z,4279,tcp,tcp,119.110.115.171,443,172.23.4.115,55103,37,TCP syn=False ack=True rst=False
2024-11-04T13:05:38.062183Z,4280,tcp,tcp,119.110.115.171,443,172.23.4.115,55103,37,TCP syn=False ack=True rst=False
2024-11-04T13:05:38.062183Z,4281,tcp,tcp,119.110.115.171,443,172.23.4.115,55103,37,TCP syn=False ack=True rst=False
2024-11-04T13:05:38.062183Z,4282,tcp,tcp,119.110.115.171,443,172.23.4.115,55103,37,TCP syn=False ack=True rst=False
2024-11-04T13:05:38.062183Z,4283,tcp,tcp,119.110.115.171,443,172.23.4.115,55103,37,TCP syn=False ack=True rst=False
2024-11-04T13:05:38.062183Z,4284,tcp,tcp,119.110.115.171,443,172.23.4.115,55103,37,TCP syn=False ack=True rst=False
2024-11-04T13:05:38.062183Z,4285,tcp,tcp,119.110.115.171,443,172.23.4.115,55103,37,TCP syn=False ack=True rst=False
2024-11-04T13:05:38.062183Z,4286,tcp,tcp,119.110.115.171,443,172.23.4.115,55103,37,TCP syn=False ack=True rst=False
2024-11-04T13:05:38.062271Z,4287,tcp,tcp,172.23.4.115,55103,119.110.115.171,443,37,TCP syn=False ack=True rst=False
2024-11-04T13:05:38.062635Z,4288,tcp,tcp,119.110.115.171,443,172.23.4.115,55103,37,TCP syn=False ack=True rst=False
2024-11-04T13:05:38.062635Z,4289,tcp,tcp,119.110.115.171,443,172.23.4.115,55103,37,TCP syn=False ack=True rst=False
2024-11-04T13:05:38.062635Z,4290,tcp,tcp,119.110.115.171,443,172.23.4.115,55103,37,TCP syn=False ack=True rst=False
2024-11-04T13:05:38.062635Z,4290,tls,tls,119.110.115.171,443,172.23.4.115,55103,37,TLS SNI
2024-11-04T13:05:38.062635Z,4291,tcp,tcp,119.110.115.171,443,172.23.4.115,55103,37,TCP syn=False ack=True rst=False
2024-11-04T13:05:38.062725Z,4292,tcp,tcp,172.23.4.115,55103,119.110.115.171,443,37,TCP syn=False ack=True rst=False
2024-11-04T13:05:38.063097Z,4293,tcp,tcp,119.110.115.171,443,172.23.4.115,55103,37,TCP syn=False ack=True rst=False
2024-11-04T13:05:38.063516Z,4294,tcp,tcp,119.110.115.171,443,172.23.4.115,55103,37,TCP syn=False ack=True rst=False
2024-11-04T13:05:38.063516Z,4295,tcp,tcp,119.110.115.171,443,172.23.4.115,55103,37,TCP syn=False ack=True rst=False
2024-11-04T13:05:38.063516Z,4296,tcp,tcp,119.110.115.171,443,172.23.4.115,55103,37,TCP syn=False ack=True rst=False
2024-11-04T13:05:38.063516Z,4297,tcp,tcp,119.110.115.171,443,172.23.4.115,55103,37,TCP syn=False ack=True rst=False
2024-11-04T13:05:38.063561Z,4298,tcp,tcp,172.23.4.115,55103,119.110.115.171,443,37,TCP syn=False ack=True rst=False
2024-11-04T13:05:38.064181Z,4299,tcp,tcp,119.110.115.171,443,172.23.4.115,55103,37,TCP syn=False ack=True rst=False
2024-11-04T13:05:38.064181Z,4300,tcp,tcp,119.110.115.171,443,172.23.4.115,55103,37,TCP syn=False ack=True rst=False
2024-11-04T13:05:38.064181Z,4301,tcp,tcp,119.110.115.171,443,172.23.4.115,55103,37,TCP syn=False ack=True rst=False
2024-11-04T13:05:38.064181Z,4302,tcp,tcp,119.110.115.171,443,172.23.4.115,55103,37,TCP syn=False ack=True rst=False
2024-11-04T13:05:38.064181Z,4303,tcp,tcp,119.110.115.171,443,172.23.4.115,55103,37,TCP syn=False ack=True rst=False
2024-11-04T13:05:38.064181Z,4304,tcp,tcp,119.110.115.171,443,172.23.4.115,55103,37,TCP syn=False ack=True rst=False
2024-11-04T13:05:38.064181Z,4304,tls,tls,119.110.115.171,443,172.23.4.115,55103,37,TLS SNI
2024-11-04T13:05:38.064181Z,4305,tcp,tcp,119.110.115.171,443,172.23.4.115,55103,37,TCP syn=False ack=True rst=False
2024-11-04T13:05:38.064181Z,4306,tcp,tcp,119.110.115.171,443,172.23.4.115,55103,37,TCP syn=False ack=True rst=False
2024-11-04T13:05:38.064181Z,4307,tcp,tcp,119.110.115.171,443,172.23.4.115,55103,37,TCP syn=False ack=True rst=False
2024-11-04T13:05:38.064321Z,4308,tcp,tcp,172.23.4.115,55103,119.110.115.171,443,37,TCP syn=False ack=True rst=False
2024-11-04T13:05:38.065306Z,4309,tcp,tcp,119.110.115.171,443,172.23.4.115,55103,37,TCP syn=False ack=True rst=False
2024-11-04T13:05:38.065306Z,4310,tcp,tcp,119.110.115.171,443,172.23.4.115,55103,37,TCP syn=False ack=True rst=False
2024-11-04T13:05:38.065306Z,4311,tcp,tcp,119.110.115.171,443,172.23.4.115,55103,37,TCP syn=False ack=True rst=False
2024-11-04T13:05:38.065306Z,4312,tcp,tcp,119.110.115.171,443,172.23.4.115,55103,37,TCP syn=False ack=True rst=False
2024-11-04T13:05:38.065356Z,4313,tcp,tcp,172.23.4.115,55103,119.110.115.171,443,37,TCP syn=False ack=True rst=False
2024-11-04T13:05:38.065828Z,4314,tcp,tcp,119.110.115.171,443,172.23.4.115,55103,37,TCP syn=False ack=True rst=False
2024-11-04T13:05:38.065828Z,4315,tcp,tcp,119.110.115.171,443,172.23.4.115,55103,37,TCP syn=False ack=True rst=False
2024-11-04T13:05:38.065828Z,4316,tcp,tcp,119.110.115.171,443,172.23.4.115,55103,37,TCP syn=False ack=True rst=False
2024-11-04T13:05:38.065828Z,4317,tcp,tcp,119.110.115.171,443,172.23.4.115,55103,37,TCP syn=False ack=True rst=False
2024-11-04T13:05:38.065828Z,4317,tls,tls,119.110.115.171,443,172.23.4.115,55103,37,TLS SNI
2024-11-04T13:05:38.065828Z,4318,tcp,tcp,119.110.115.171,443,172.23.4.115,55103,37,TCP syn=False ack=True rst=False
2024-11-04T13:05:38.065828Z,4318,tls,tls,119.110.115.171,443,172.23.4.115,55103,37,TLS SNI
2024-11-04T13:05:38.065828Z,4319,tcp,tcp,119.110.115.171,443,172.23.4.115,55103,37,TCP syn=False ack=True rst=False
2024-11-04T13:05:38.065828Z,4320,tcp,tcp,119.110.115.171,443,172.23.4.115,55103,37,TCP syn=False ack=True rst=False
2024-11-04T13:05:38.065944Z,4321,tcp,tcp,172.23.4.115,55103,119.110.115.171,443,37,TCP syn=False ack=True rst=False
2024-11-04T13:05:38.070276Z,4322,tcp,tcp,119.110.115.171,443,172.23.4.115,55103,37,TCP syn=False ack=True rst=False
2024-11-04T13:05:38.070276Z,4323,tcp,tcp,119.110.115.171,443,172.23.4.115,55103,37,TCP syn=False ack=True rst=False
2024-11-04T13:05:38.070276Z,4324,tcp,tcp,119.110.115.171,443,172.23.4.115,55103,37,TCP syn=False ack=True rst=False
2024-11-04T13:05:38.070276Z,4325,tcp,tcp,119.110.115.171,443,172.23.4.115,55103,37,TCP syn=False ack=True rst=False
2024-11-04T13:05:38.070276Z,4326,tcp,tcp,119.110.115.171,443,172.23.4.115,55103,37,TCP syn=False ack=True rst=False
2024-11-04T13:05:38.070276Z,4327,tcp,tcp,119.110.115.171,443,172.23.4.115,55103,37,TCP syn=False ack=True rst=False
2024-11-04T13:05:38.070454Z,4328,tcp,tcp,172.23.4.115,55103,119.110.115.171,443,37,TCP syn=False ack=True rst=False
2024-11-04T13:05:38.071129Z,4329,tcp,tcp,119.110.115.171,443,172.23.4.115,55103,37,TCP syn=False ack=True rst=False
2024-11-04T13:05:38.071129Z,4330,tcp,tcp,119.110.115.171,443,172.23.4.115,55103,37,TCP syn=False ack=True rst=False
2024-11-04T13:05:38.071129Z,4331,tcp,tcp,119.110.115.171,443,172.23.4.115,55103,37,TCP syn=False ack=True rst=False
2024-11-04T13:05:38.071129Z,4331,tls,tls,119.110.115.171,443,172.23.4.115,55103,37,TLS SNI
2024-11-04T13:05:38.071129Z,4332,tcp,tcp,119.110.115.171,443,172.23.4.115,55103,37,TCP syn=False ack=True rst=False
2024-11-04T13:05:38.071129Z,4333,tcp,tcp,119.110.115.171,443,172.23.4.115,55103,37,TCP syn=False ack=True rst=False
2024-11-04T13:05:38.071129Z,4334,tcp,tcp,119.110.115.171,443,172.23.4.115,55103,37,TCP syn=False ack=True rst=False
2024-11-04T13:05:38.071129Z,4335,tcp,tcp,119.110.115.171,443,172.23.4.115,55103,37,TCP syn=False ack=True rst=False
2024-11-04T13:05:38.071129Z,4336,tcp,tcp,119.110.115.171,443,172.23.4.115,55103,37,TCP syn=False ack=True rst=False
